"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
48;"admin.";"married";"tertiary";"no";960;"yes";"no";"unknown";29;"may";286;3;-1;0;"unknown";"no"
41;"management";"married";"tertiary";"no";526;"yes";"no";"cellular";15;"may";229;5;268;4;"failure";"no"
31;"self-employed";"single";"tertiary";"no";2589;"no";"no";"cellular";21;"nov";614;1;-1;0;"unknown";"yes"
35;"admin.";"married";"secondary";"no";1345;"yes";"no";"cellular";20;"apr";163;1;271;1;"failure";"no"
36;"blue-collar";"married";"secondary";"no";-557;"yes";"yes";"cellular";29;"jan";484;1;253;1;"failure";"no"
31;"technician";"single";"tertiary";"no";162;"no";"no";"cellular";28;"aug";13;9;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";10287;"yes";"no";"cellular";20;"nov";293;1;-1;0;"unknown";"no"
49;"services";"divorced";"secondary";"no";505;"yes";"no";"unknown";6;"may";162;1;-1;0;"unknown";"no"
39;"management";"single";"tertiary";"no";968;"yes";"no";"cellular";22;"aug";199;6;-1;0;"unknown";"no"
31;"blue-collar";"married";"secondary";"no";631;"yes";"no";"cellular";20;"apr";211;2;152;2;"failure";"no"
55;"entrepreneur";"divorced";"secondary";"no";538;"yes";"no";"cellular";13;"oct";306;1;67;2;"success";"no"
46;"technician";"married";"secondary";"no";792;"no";"no";"unknown";5;"jun";170;2;-1;0;"unknown";"no"
58;"technician";"married";"secondary";"no";201;"no";"no";"cellular";10;"jul";82;5;-1;0;"unknown";"no"
41;"services";"single";"secondary";"no";-278;"yes";"no";"cellular";7;"may";17;5;360;3;"failure";"no"
46;"admin.";"divorced";"primary";"no";50;"yes";"yes";"cellular";23;"jul";379;1;-1;0;"unknown";"no"
57;"admin.";"married";"secondary";"no";567;"yes";"no";"cellular";2;"feb";87;2;265;3;"other";"no"
44;"blue-collar";"married";"secondary";"no";274;"yes";"yes";"unknown";6;"may";409;1;-1;0;"unknown";"no"
34;"entrepreneur";"single";"tertiary";"no";1295;"yes";"no";"cellular";3;"feb";246;1;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";1599;"yes";"yes";"cellular";13;"apr";407;1;-1;0;"unknown";"yes"
44;"management";"married";"tertiary";"no";612;"yes";"no";"unknown";29;"may";88;2;-1;0;"unknown";"no"
52;"management";"single";"tertiary";"no";1727;"no";"no";"cellular";21;"nov";337;1;-1;0;"unknown";"no"
32;"management";"single";"tertiary";"no";1077;"no";"no";"cellular";5;"aug";200;1;717;4;"failure";"no"
54;"technician";"divorced";"secondary";"no";814;"yes";"no";"unknown";30;"may";95;1;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";144;"yes";"no";"unknown";7;"may";131;3;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";1439;"yes";"no";"telephone";28;"jul";73;6;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";123;"yes";"no";"cellular";2;"feb";247;1;241;3;"failure";"no"
37;"housemaid";"divorced";"secondary";"no";1040;"yes";"no";"cellular";13;"may";199;1;173;2;"failure";"no"
34;"unknown";"single";"secondary";"no";859;"no";"no";"cellular";28;"jan";829;1;-1;0;"unknown";"yes"
31;"management";"single";"tertiary";"no";581;"yes";"yes";"cellular";28;"jan";572;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";5086;"no";"no";"cellular";25;"may";213;4;-1;0;"unknown";"yes"
53;"blue-collar";"married";"primary";"no";306;"no";"no";"cellular";28;"jul";388;3;181;1;"success";"yes"
32;"unemployed";"single";"primary";"no";911;"no";"yes";"cellular";20;"nov";42;7;-1;0;"unknown";"no"
57;"blue-collar";"married";"unknown";"no";4148;"no";"no";"unknown";18;"jun";340;3;-1;0;"unknown";"no"
47;"admin.";"married";"secondary";"no";2524;"yes";"no";"cellular";19;"nov";50;1;-1;0;"unknown";"no"
33;"technician";"single";"tertiary";"no";2340;"no";"no";"cellular";31;"aug";65;5;97;3;"failure";"no"
34;"admin.";"single";"secondary";"no";6979;"yes";"no";"cellular";15;"may";14;5;-1;0;"unknown";"no"
51;"self-employed";"divorced";"secondary";"no";154;"yes";"no";"unknown";15;"may";285;1;-1;0;"unknown";"no"
60;"retired";"divorced";"primary";"no";685;"no";"yes";"telephone";21;"jul";89;1;-1;0;"unknown";"no"
57;"retired";"divorced";"secondary";"no";70;"yes";"no";"unknown";16;"may";122;1;-1;0;"unknown";"no"
59;"unemployed";"married";"secondary";"no";729;"no";"no";"cellular";4;"feb";99;1;-1;0;"unknown";"no"
40;"entrepreneur";"divorced";"secondary";"no";201;"yes";"no";"cellular";9;"feb";25;2;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";2;"no";"no";"unknown";8;"may";190;1;-1;0;"unknown";"no"
48;"entrepreneur";"married";"unknown";"no";3233;"no";"no";"unknown";9;"jun";66;6;-1;0;"unknown";"no"
47;"management";"single";"tertiary";"no";714;"yes";"no";"cellular";7;"may";609;1;-1;0;"unknown";"no"
60;"services";"single";"primary";"no";313;"yes";"no";"unknown";15;"may";920;2;-1;0;"unknown";"yes"
36;"unemployed";"married";"secondary";"no";608;"yes";"no";"cellular";2;"feb";114;1;263;3;"other";"no"
36;"admin.";"married";"secondary";"no";419;"yes";"no";"telephone";12;"may";291;5;-1;0;"unknown";"no"
48;"technician";"married";"tertiary";"no";9207;"no";"no";"cellular";18;"aug";445;3;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";202;"yes";"yes";"cellular";11;"may";72;2;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";1906;"yes";"no";"cellular";14;"jul";68;3;-1;0;"unknown";"no"
38;"technician";"married";"secondary";"no";0;"yes";"no";"cellular";22;"jul";1545;1;-1;0;"unknown";"yes"
28;"unemployed";"married";"secondary";"no";293;"yes";"no";"cellular";20;"apr";230;1;329;3;"failure";"no"
32;"services";"married";"secondary";"no";859;"yes";"no";"unknown";9;"aug";39;1;-1;0;"unknown";"no"
53;"management";"divorced";"secondary";"no";1004;"no";"yes";"telephone";22;"dec";119;1;-1;0;"unknown";"yes"
51;"blue-collar";"divorced";"secondary";"no";1069;"yes";"no";"unknown";30;"may";247;2;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";839;"no";"yes";"cellular";11;"oct";365;2;774;11;"failure";"no"
58;"blue-collar";"married";"secondary";"no";3027;"yes";"no";"cellular";27;"oct";120;1;186;1;"success";"no"
33;"technician";"single";"tertiary";"no";172;"no";"no";"unknown";7;"jun";13;1;-1;0;"unknown";"no"
42;"admin.";"single";"secondary";"no";506;"yes";"yes";"unknown";3;"jul";277;2;-1;0;"unknown";"no"
32;"technician";"single";"secondary";"yes";0;"no";"yes";"cellular";16;"jul";195;1;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";-118;"yes";"yes";"unknown";23;"may";263;2;-1;0;"unknown";"no"
38;"technician";"single";"tertiary";"no";1369;"yes";"no";"cellular";3;"feb";841;3;-1;0;"unknown";"no"
29;"self-employed";"married";"tertiary";"no";0;"yes";"yes";"cellular";31;"jul";46;28;-1;0;"unknown";"no"
26;"technician";"divorced";"tertiary";"no";-70;"no";"yes";"unknown";1;"jul";1992;2;-1;0;"unknown";"no"
32;"unemployed";"single";"secondary";"no";1026;"yes";"no";"cellular";13;"may";289;1;-1;0;"unknown";"yes"
46;"services";"married";"primary";"no";4343;"yes";"no";"unknown";20;"sep";185;1;-1;0;"unknown";"yes"
48;"housemaid";"married";"primary";"no";5908;"no";"no";"unknown";16;"jun";192;4;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";78;"yes";"no";"unknown";15;"may";73;2;-1;0;"unknown";"no"
53;"entrepreneur";"married";"tertiary";"no";624;"no";"yes";"cellular";21;"jul";180;4;-1;0;"unknown";"no"
27;"services";"single";"secondary";"no";343;"yes";"no";"cellular";20;"apr";282;2;320;1;"other";"no"
43;"management";"single";"tertiary";"no";2048;"yes";"no";"cellular";5;"aug";155;1;-1;0;"unknown";"no"
71;"retired";"married";"tertiary";"no";4388;"no";"no";"cellular";5;"feb";346;1;183;3;"other";"no"
41;"technician";"single";"unknown";"no";356;"yes";"no";"unknown";13;"may";93;2;-1;0;"unknown";"no"
42;"services";"married";"secondary";"no";86;"yes";"no";"cellular";14;"jul";385;3;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";536;"yes";"no";"unknown";9;"may";208;2;-1;0;"unknown";"no"
35;"admin.";"single";"secondary";"no";289;"yes";"no";"cellular";28;"jul";48;10;-1;0;"unknown";"no"
49;"admin.";"married";"primary";"no";305;"yes";"yes";"unknown";26;"may";232;1;-1;0;"unknown";"no"
43;"management";"divorced";"tertiary";"no";221;"yes";"no";"cellular";11;"may";313;1;369;2;"failure";"no"
58;"retired";"married";"secondary";"no";624;"yes";"no";"cellular";12;"may";393;1;-1;0;"unknown";"no"
28;"unemployed";"single";"secondary";"no";16;"no";"no";"cellular";12;"aug";119;4;-1;0;"unknown";"no"
58;"technician";"married";"unknown";"no";1617;"yes";"no";"cellular";5;"feb";109;4;274;2;"failure";"no"
25;"admin.";"single";"tertiary";"no";40;"no";"no";"unknown";12;"may";64;1;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";570;"yes";"no";"unknown";28;"may";344;2;-1;0;"unknown";"no"
73;"management";"married";"tertiary";"no";1609;"no";"no";"cellular";14;"jul";169;2;-1;0;"unknown";"yes"
24;"admin.";"single";"secondary";"no";795;"yes";"no";"unknown";27;"may";209;2;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";113;"yes";"no";"unknown";4;"jun";126;1;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";253;"no";"no";"cellular";13;"jan";262;1;-1;0;"unknown";"no"
59;"retired";"married";"secondary";"no";9976;"yes";"no";"unknown";29;"may";57;2;-1;0;"unknown";"no"
43;"self-employed";"married";"tertiary";"no";423;"no";"no";"cellular";14;"aug";3322;2;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";719;"yes";"no";"cellular";9;"apr";448;2;316;6;"failure";"yes"
45;"services";"married";"primary";"no";-79;"yes";"no";"cellular";20;"apr";59;4;348;2;"failure";"no"
60;"services";"single";"secondary";"no";739;"no";"no";"cellular";15;"jul";261;1;182;1;"success";"no"
39;"services";"married";"secondary";"no";800;"yes";"no";"cellular";8;"may";241;2;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";612;"no";"no";"cellular";26;"jul";86;7;292;1;"other";"no"
31;"blue-collar";"single";"secondary";"no";-343;"no";"yes";"cellular";28;"jul";120;4;-1;0;"unknown";"no"
52;"blue-collar";"married";"primary";"no";134;"yes";"no";"cellular";15;"may";81;2;295;3;"failure";"no"
57;"management";"married";"primary";"no";0;"no";"no";"cellular";19;"nov";97;1;-1;0;"unknown";"no"
46;"management";"married";"tertiary";"no";1285;"yes";"no";"unknown";27;"may";89;1;-1;0;"unknown";"no"
49;"entrepreneur";"single";"secondary";"no";5802;"no";"no";"cellular";12;"aug";175;3;104;2;"success";"no"
33;"technician";"married";"secondary";"no";1072;"no";"yes";"unknown";29;"may";144;2;-1;0;"unknown";"no"
34;"admin.";"divorced";"secondary";"no";627;"yes";"no";"unknown";7;"may";283;2;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";370;"no";"no";"unknown";19;"jun";302;5;-1;0;"unknown";"no"
41;"entrepreneur";"married";"tertiary";"no";10;"yes";"no";"cellular";8;"may";196;2;172;2;"other";"no"
78;"retired";"married";"unknown";"no";4807;"no";"no";"telephone";22;"oct";1002;4;-1;0;"unknown";"yes"
33;"blue-collar";"married";"secondary";"no";17;"no";"no";"cellular";10;"jul";489;1;-1;0;"unknown";"no"
44;"blue-collar";"married";"primary";"no";2470;"no";"no";"telephone";21;"jul";19;1;-1;0;"unknown";"no"
50;"blue-collar";"divorced";"secondary";"no";571;"yes";"no";"unknown";2;"jun";88;4;-1;0;"unknown";"no"
33;"student";"single";"unknown";"no";5969;"no";"no";"cellular";4;"sep";156;2;127;8;"failure";"no"
38;"services";"married";"secondary";"no";773;"yes";"no";"cellular";15;"may";198;1;359;1;"other";"no"
32;"technician";"single";"tertiary";"no";1625;"no";"no";"cellular";22;"may";796;1;109;1;"failure";"yes"
54;"blue-collar";"married";"secondary";"no";548;"no";"no";"cellular";18;"aug";520;7;-1;0;"unknown";"yes"
44;"management";"married";"tertiary";"no";1791;"no";"no";"telephone";12;"aug";201;1;182;2;"success";"yes"
32;"admin.";"single";"tertiary";"no";272;"yes";"no";"cellular";7;"oct";73;2;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";1902;"no";"no";"cellular";19;"nov";188;5;-1;0;"unknown";"no"
55;"blue-collar";"married";"primary";"no";2102;"yes";"no";"cellular";12;"may";64;4;371;1;"failure";"no"
33;"admin.";"single";"secondary";"no";1277;"yes";"no";"cellular";18;"may";827;1;-1;0;"unknown";"yes"
27;"services";"single";"secondary";"no";139;"no";"no";"cellular";25;"jul";165;3;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";518;"yes";"no";"cellular";12;"may";918;1;-1;0;"unknown";"yes"
45;"management";"married";"secondary";"no";4105;"yes";"no";"cellular";31;"jul";49;2;-1;0;"unknown";"no"
50;"technician";"divorced";"secondary";"no";8;"no";"no";"cellular";2;"feb";171;2;5;1;"other";"no"
40;"services";"married";"primary";"no";170;"yes";"yes";"cellular";8;"may";361;3;-1;0;"unknown";"no"
71;"retired";"married";"secondary";"no";1651;"no";"no";"cellular";13;"aug";791;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";855;"no";"yes";"cellular";14;"jul";616;3;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";278;"no";"yes";"cellular";28;"jul";60;3;-1;0;"unknown";"no"
37;"blue-collar";"married";"tertiary";"no";359;"no";"yes";"cellular";7;"aug";3422;2;-1;0;"unknown";"no"
33;"entrepreneur";"divorced";"primary";"no";596;"no";"yes";"cellular";5;"feb";308;1;213;1;"other";"no"
32;"management";"single";"tertiary";"yes";4;"no";"no";"cellular";29;"jan";181;1;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";2592;"no";"no";"cellular";12;"may";349;2;174;1;"failure";"no"
56;"management";"married";"tertiary";"no";505;"yes";"yes";"cellular";17;"nov";171;1;172;2;"failure";"no"
40;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";24;"jul";313;1;-1;0;"unknown";"no"
32;"management";"married";"secondary";"no";0;"no";"no";"cellular";26;"aug";277;3;-1;0;"unknown";"no"
25;"technician";"single";"secondary";"no";1105;"yes";"no";"cellular";30;"apr";195;1;13;1;"failure";"no"
33;"blue-collar";"married";"primary";"no";139;"yes";"no";"cellular";8;"may";548;1;-1;0;"unknown";"no"
30;"self-employed";"married";"tertiary";"no";2666;"no";"no";"cellular";5;"aug";475;2;93;4;"success";"yes"
25;"admin.";"single";"secondary";"no";681;"yes";"no";"unknown";26;"jun";105;3;-1;0;"unknown";"no"
29;"admin.";"single";"secondary";"no";891;"yes";"no";"cellular";14;"may";172;2;352;1;"failure";"no"
32;"blue-collar";"married";"secondary";"no";14;"yes";"no";"unknown";2;"jun";171;1;-1;0;"unknown";"no"
35;"technician";"single";"secondary";"no";920;"yes";"no";"cellular";11;"aug";159;2;286;6;"failure";"no"
36;"admin.";"divorced";"primary";"no";227;"no";"no";"cellular";9;"jul";185;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";1639;"yes";"no";"cellular";4;"feb";207;3;272;3;"other";"no"
38;"blue-collar";"single";"secondary";"no";4;"yes";"no";"unknown";2;"jun";129;1;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";50;"no";"no";"unknown";28;"may";63;1;-1;0;"unknown";"no"
23;"student";"single";"tertiary";"no";250;"yes";"no";"unknown";12;"may";166;2;-1;0;"unknown";"no"
44;"admin.";"divorced";"secondary";"no";-43;"yes";"yes";"cellular";20;"apr";206;1;-1;0;"unknown";"no"
25;"services";"single";"secondary";"no";368;"no";"no";"telephone";25;"jul";168;1;-1;0;"unknown";"no"
47;"management";"married";"unknown";"no";1046;"no";"no";"unknown";9;"jun";83;1;-1;0;"unknown";"no"
31;"management";"single";"tertiary";"no";1852;"yes";"no";"unknown";6;"may";170;3;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";0;"yes";"no";"unknown";21;"may";59;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";0;"yes";"yes";"cellular";7;"may";175;4;-1;0;"unknown";"no"
50;"admin.";"married";"secondary";"no";706;"yes";"no";"cellular";6;"aug";1250;4;-1;0;"unknown";"yes"
38;"technician";"single";"secondary";"no";571;"no";"no";"cellular";4;"feb";275;3;-1;0;"unknown";"no"
22;"services";"single";"secondary";"no";129;"no";"no";"cellular";16;"oct";258;1;-1;0;"unknown";"yes"
24;"blue-collar";"single";"secondary";"no";5482;"yes";"no";"cellular";18;"may";424;2;-1;0;"unknown";"no"
56;"housemaid";"married";"primary";"no";954;"no";"no";"unknown";20;"jun";81;10;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";0;"no";"no";"unknown";20;"jun";625;1;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";0;"no";"yes";"telephone";10;"jul";564;2;-1;0;"unknown";"no"
48;"technician";"married";"unknown";"no";5543;"no";"no";"unknown";16;"jun";143;5;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";1941;"yes";"no";"cellular";2;"feb";90;1;-1;0;"unknown";"no"
66;"management";"married";"unknown";"no";2149;"yes";"no";"cellular";26;"may";135;2;90;11;"success";"yes"
34;"services";"single";"secondary";"no";544;"yes";"no";"unknown";27;"may";257;2;-1;0;"unknown";"no"
26;"admin.";"single";"secondary";"no";52;"no";"no";"cellular";28;"jan";287;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";3514;"yes";"no";"cellular";20;"nov";214;2;184;2;"failure";"no"
32;"technician";"single";"unknown";"no";-301;"yes";"no";"cellular";18;"may";176;2;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";43;"no";"no";"cellular";15;"may";354;8;-1;0;"unknown";"no"
59;"retired";"married";"tertiary";"no";4589;"no";"no";"cellular";18;"nov";94;2;-1;0;"unknown";"no"
47;"entrepreneur";"married";"primary";"no";668;"no";"no";"cellular";12;"may";908;1;-1;0;"unknown";"no"
44;"technician";"divorced";"secondary";"no";242;"no";"no";"cellular";25;"aug";69;4;-1;0;"unknown";"no"
56;"technician";"married";"secondary";"no";3931;"no";"no";"cellular";14;"apr";115;1;-1;0;"unknown";"no"
49;"management";"divorced";"secondary";"no";613;"no";"yes";"cellular";28;"jan";301;1;-1;0;"unknown";"no"
41;"services";"married";"secondary";"no";6618;"yes";"no";"unknown";4;"jul";104;1;-1;0;"unknown";"no"
39;"entrepreneur";"married";"tertiary";"no";350;"yes";"no";"cellular";24;"jul";230;2;-1;0;"unknown";"no"
55;"admin.";"married";"primary";"no";0;"yes";"no";"cellular";19;"aug";55;4;-1;0;"unknown";"no"
42;"management";"married";"secondary";"no";71;"no";"no";"cellular";17;"nov";80;1;-1;0;"unknown";"no"
30;"services";"single";"tertiary";"no";21;"no";"no";"unknown";5;"oct";4;1;-1;0;"unknown";"no"
31;"blue-collar";"single";"primary";"no";5058;"yes";"no";"unknown";20;"may";157;1;-1;0;"unknown";"no"
27;"student";"single";"secondary";"no";298;"yes";"no";"unknown";3;"jun";52;1;-1;0;"unknown";"no"
28;"services";"single";"secondary";"no";387;"no";"no";"cellular";3;"feb";158;5;-1;0;"unknown";"no"
37;"housemaid";"married";"primary";"no";254;"yes";"no";"telephone";18;"may";16;6;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";485;"yes";"no";"cellular";16;"apr";49;1;-1;0;"unknown";"no"
51;"admin.";"married";"secondary";"no";-192;"no";"no";"unknown";16;"jun";176;3;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";2137;"no";"no";"unknown";9;"may";245;4;-1;0;"unknown";"no"
30;"services";"single";"tertiary";"no";803;"no";"no";"cellular";30;"apr";243;1;-1;0;"unknown";"no"
52;"entrepreneur";"divorced";"tertiary";"no";1089;"no";"yes";"cellular";9;"feb";216;4;-1;0;"unknown";"no"
46;"management";"divorced";"tertiary";"no";-130;"yes";"no";"cellular";24;"mar";144;2;-1;0;"unknown";"yes"
44;"blue-collar";"married";"secondary";"no";1311;"yes";"no";"cellular";13;"may";184;1;364;1;"failure";"no"
31;"management";"married";"tertiary";"no";451;"yes";"no";"cellular";5;"may";67;1;-1;0;"unknown";"no"
32;"entrepreneur";"married";"tertiary";"no";762;"no";"no";"cellular";19;"jul";187;11;-1;0;"unknown";"yes"
38;"admin.";"married";"secondary";"no";0;"no";"no";"telephone";17;"nov";599;2;158;8;"other";"no"
33;"blue-collar";"married";"primary";"no";5151;"yes";"yes";"cellular";20;"nov";73;1;178;4;"failure";"no"
24;"services";"single";"secondary";"no";11;"yes";"no";"unknown";27;"jun";114;4;-1;0;"unknown";"no"
25;"management";"single";"tertiary";"no";490;"yes";"no";"unknown";6;"jun";246;3;-1;0;"unknown";"no"
49;"housemaid";"married";"tertiary";"no";50;"yes";"yes";"cellular";29;"jan";149;1;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";2206;"yes";"no";"unknown";20;"jun";20;18;-1;0;"unknown";"no"
32;"entrepreneur";"single";"primary";"yes";-849;"yes";"yes";"cellular";4;"feb";204;1;-1;0;"unknown";"no"
32;"student";"single";"unknown";"no";2321;"no";"no";"cellular";30;"mar";167;2;-1;0;"unknown";"no"
48;"blue-collar";"single";"primary";"no";185;"yes";"no";"cellular";17;"apr";193;1;-1;0;"unknown";"no"
30;"self-employed";"married";"tertiary";"no";2666;"no";"no";"cellular";4;"may";781;3;89;1;"success";"yes"
35;"technician";"married";"secondary";"no";1;"yes";"yes";"unknown";21;"may";85;1;-1;0;"unknown";"no"
49;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";1;"jun";1460;1;-1;0;"unknown";"yes"
37;"housemaid";"married";"secondary";"no";167;"yes";"no";"cellular";21;"jul";225;3;-1;0;"unknown";"no"
52;"management";"married";"primary";"no";0;"yes";"yes";"cellular";17;"nov";121;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";923;"yes";"no";"cellular";19;"nov";1307;3;173;6;"failure";"no"
39;"services";"divorced";"secondary";"no";2;"yes";"yes";"unknown";11;"jun";62;1;-1;0;"unknown";"no"
41;"self-employed";"married";"secondary";"no";634;"yes";"no";"cellular";16;"jul";239;2;-1;0;"unknown";"no"
37;"services";"married";"secondary";"no";466;"yes";"yes";"cellular";25;"may";377;1;-1;0;"unknown";"yes"
52;"unknown";"married";"primary";"no";8251;"no";"no";"unknown";5;"jun";397;1;-1;0;"unknown";"no"
38;"blue-collar";"single";"secondary";"no";519;"yes";"yes";"unknown";18;"jun";13;14;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";3458;"yes";"no";"cellular";20;"apr";54;1;-1;0;"unknown";"no"
59;"unemployed";"married";"secondary";"no";1625;"no";"no";"cellular";4;"aug";198;1;180;2;"success";"yes"
45;"blue-collar";"married";"primary";"no";900;"yes";"no";"telephone";15;"may";26;1;340;1;"failure";"no"
52;"unemployed";"married";"secondary";"no";1416;"no";"no";"cellular";13;"sep";218;3;187;3;"success";"yes"
27;"services";"single";"secondary";"no";3110;"yes";"no";"unknown";3;"jun";356;2;-1;0;"unknown";"no"
33;"technician";"married";"secondary";"no";0;"yes";"no";"unknown";7;"may";432;1;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";96;"no";"no";"cellular";30;"apr";208;1;87;1;"success";"yes"
31;"management";"married";"tertiary";"no";1215;"no";"no";"cellular";25;"jul";80;2;-1;0;"unknown";"no"
45;"unemployed";"single";"secondary";"no";33;"no";"no";"cellular";5;"feb";437;1;-1;0;"unknown";"no"
29;"unemployed";"divorced";"tertiary";"no";1718;"yes";"no";"cellular";18;"jul";579;2;-1;0;"unknown";"no"
56;"blue-collar";"married";"secondary";"no";172;"yes";"no";"unknown";12;"may";289;5;-1;0;"unknown";"no"
56;"blue-collar";"married";"secondary";"no";1521;"yes";"yes";"cellular";21;"nov";19;2;179;3;"other";"no"
41;"management";"married";"tertiary";"no";27696;"no";"no";"cellular";12;"aug";147;2;104;1;"failure";"yes"
47;"technician";"single";"unknown";"no";-213;"yes";"no";"unknown";26;"may";168;1;-1;0;"unknown";"no"
46;"services";"divorced";"secondary";"no";755;"no";"no";"cellular";28;"jan";246;1;-1;0;"unknown";"no"
51;"self-employed";"single";"secondary";"no";1640;"yes";"no";"unknown";15;"may";67;4;-1;0;"unknown";"no"
30;"blue-collar";"single";"secondary";"no";-390;"yes";"no";"cellular";5;"may";275;1;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";1028;"yes";"no";"cellular";2;"feb";96;2;208;1;"failure";"no"
37;"blue-collar";"divorced";"secondary";"no";368;"yes";"no";"unknown";13;"may";194;2;-1;0;"unknown";"no"
29;"blue-collar";"single";"primary";"no";365;"yes";"yes";"cellular";5;"feb";72;1;274;2;"failure";"no"
29;"management";"single";"tertiary";"no";2063;"no";"no";"cellular";28;"jul";44;3;-1;0;"unknown";"no"
32;"technician";"married";"secondary";"no";3184;"yes";"no";"cellular";11;"aug";135;2;-1;0;"unknown";"no"
32;"self-employed";"single";"tertiary";"no";2559;"no";"no";"cellular";7;"jul";889;1;-1;0;"unknown";"yes"
23;"student";"single";"secondary";"no";318;"yes";"no";"unknown";9;"may";545;2;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";3052;"yes";"yes";"unknown";27;"may";139;2;-1;0;"unknown";"no"
42;"services";"married";"secondary";"no";-369;"no";"no";"cellular";14;"jul";72;3;-1;0;"unknown";"no"
52;"management";"married";"tertiary";"no";23552;"yes";"no";"cellular";12;"may";507;1;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";44;"yes";"no";"unknown";15;"may";288;2;-1;0;"unknown";"no"
28;"management";"single";"tertiary";"no";321;"no";"yes";"cellular";5;"feb";255;6;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";4888;"yes";"no";"telephone";5;"may";475;4;166;2;"failure";"no"
47;"entrepreneur";"married";"secondary";"no";8480;"no";"no";"cellular";29;"aug";137;9;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";1100;"yes";"no";"cellular";18;"nov";397;1;173;2;"failure";"no"
29;"technician";"single";"secondary";"no";110;"yes";"no";"cellular";13;"apr";1036;1;-1;0;"unknown";"yes"
34;"technician";"single";"secondary";"no";2583;"no";"no";"cellular";28;"aug";64;1;95;2;"failure";"no"
57;"management";"divorced";"tertiary";"no";6468;"yes";"no";"cellular";4;"sep";730;1;157;4;"failure";"yes"
47;"admin.";"married";"tertiary";"no";2279;"yes";"yes";"cellular";27;"may";161;1;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";826;"yes";"no";"cellular";12;"aug";246;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"primary";"no";358;"yes";"no";"unknown";23;"may";100;4;-1;0;"unknown";"no"
28;"unemployed";"single";"secondary";"yes";-1270;"no";"yes";"telephone";7;"jul";237;2;-1;0;"unknown";"no"
37;"admin.";"married";"secondary";"no";1123;"no";"yes";"unknown";28;"may";138;1;-1;0;"unknown";"no"
55;"entrepreneur";"divorced";"secondary";"no";1553;"no";"no";"cellular";30;"jul";85;3;-1;0;"unknown";"no"
28;"technician";"married";"tertiary";"no";161;"yes";"no";"cellular";20;"apr";268;2;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";133;"yes";"no";"cellular";14;"may";84;4;352;4;"other";"no"
